tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid
1053,10/1/2024 12:20,10/1/2024 12:38,Rtd,Rotterdam Centraal,51.9225,4.467167,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,637
543,10/1/2024 12:30,10/1/2024 12:39,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1011
316,10/1/2024 13:01,10/1/2024 13:06,Asdz,Amsterdam Zuid,52.338602,4.871978,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,753
950,10/1/2024 13:03,10/1/2024 13:18,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1070
771,10/1/2024 13:26,10/1/2024 13:39,Ah,Arnhem Centraal,51.985,5.898611,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,854
724,10/1/2024 13:52,10/1/2024 14:04,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,956
493,10/1/2024 14:02,10/1/2024 14:11,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,709
323,10/1/2024 14:23,10/1/2024 14:28,Ut,Utrecht Centraal,52.089444,5.110278,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1011
605,10/1/2024 14:23,10/1/2024 14:33,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,668
403,10/1/2024 14:28,10/1/2024 14:35,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,115,Porter Square Station,42.387995,-71.119084,637
294,10/1/2024 14:46,10/1/2024 14:51,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1118
370,10/1/2024 14:52,10/1/2024 14:58,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,668
63367,10/1/2024 14:55,10/1/2024 8:31,Asd,Amsterdam Centraal,52.379189,4.899431,107,Ames St at Main St,42.3625,-71.08822,854
658,10/1/2024 14:56,10/1/2024 15:07,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,1070
336,10/1/2024 15:04,10/1/2024 15:09,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1313
371,10/1/2024 15:06,10/1/2024 15:12,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,702
1064,10/1/2024 15:19,10/1/2024 15:37,Asdz,Amsterdam Zuid,52.338602,4.871978,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,709
3660,10/1/2024 15:49,10/1/2024 16:50,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1113
565,10/1/2024 15:51,10/1/2024 16:01,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,932
613,10/1/2024 15:59,10/1/2024 16:09,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1070
1603,10/1/2024 16:04,10/1/2024 16:30,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,948
267,10/1/2024 16:12,10/1/2024 16:16,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1098
850,10/1/2024 16:14,10/1/2024 16:28,Ut,Utrecht Centraal,52.089444,5.110278,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,660
958,10/1/2024 16:14,10/1/2024 16:30,Asdz,Amsterdam Zuid,52.338602,4.871978,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1011
1112,10/1/2024 16:16,10/1/2024 16:35,Asdz,Amsterdam Zuid,52.338602,4.871978,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1313
770,10/1/2024 16:26,10/1/2024 16:39,Asd,Amsterdam Centraal,52.379189,4.899431,107,Ames St at Main St,42.3625,-71.08822,668
2245,10/1/2024 16:29,10/1/2024 17:06,Asdz,Amsterdam Zuid,52.338602,4.871978,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1296
403,10/1/2024 16:29,10/1/2024 16:36,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,690
1463,10/1/2024 16:36,10/1/2024 17:00,Ut,Utrecht Centraal,52.089444,5.110278,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,768
924,10/1/2024 16:43,10/1/2024 16:58,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1011
978,10/1/2024 16:48,10/1/2024 17:04,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,685
371,10/1/2024 17:05,10/1/2024 17:11,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,690
970,10/1/2024 17:06,10/1/2024 17:22,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1090
399,10/1/2024 17:13,10/1/2024 17:19,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,690
684,10/1/2024 17:17,10/1/2024 17:28,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,780
772,10/1/2024 17:26,10/1/2024 17:39,141,Kendall Street,42.36356016,-71.08216792,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,653
437,10/1/2024 17:31,10/1/2024 17:39,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,895
2234,10/1/2024 17:31,10/1/2024 18:09,117,Binney St / Sixth St,42.366095,-71.086388,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,703
1110,10/1/2024 17:43,10/1/2024 18:02,143,EF - North Point Park,42.369885,-71.069957,117,Binney St / Sixth St,42.366095,-71.086388,1278
3611,10/1/2024 17:45,10/1/2024 18:46,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,959
264,10/1/2024 17:49,10/1/2024 17:53,Ams,Amsterdam Amstel,52.346587,4.918684,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1007
429,10/1/2024 18:03,10/1/2024 18:10,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,143,EF - North Point Park,42.369885,-71.069957,1313
448,10/1/2024 18:06,10/1/2024 18:13,Uto,Utrecht Overvecht,52.113333,5.111111,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1007
509,10/1/2024 18:12,10/1/2024 18:21,GV,The Hague Hollands Spoor,52.070833,4.322222,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1100
520,10/1/2024 18:17,10/1/2024 18:26,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,643
1590,10/1/2024 18:19,10/1/2024 18:45,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,115,Porter Square Station,42.387995,-71.119084,783
370,10/1/2024 18:21,10/1/2024 18:27,Rtb,Rotterdam Blaak,51.920582,4.486082,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1070
245,10/1/2024 18:21,10/1/2024 18:25,Ams,Amsterdam Amstel,52.346587,4.918684,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,926
556,10/1/2024 18:21,10/1/2024 18:31,142,Alewife Station at Russell Field,42.396105,-71.139459,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1294
814,10/1/2024 18:23,10/1/2024 18:37,143,EF - North Point Park,42.369885,-71.069957,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,962
2070,10/1/2024 18:31,10/1/2024 19:06,Ut,Utrecht Centraal,52.089444,5.110278,115,Porter Square Station,42.387995,-71.119084,767
994,10/1/2024 18:40,10/1/2024 18:57,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,656
269,10/1/2024 18:52,10/1/2024 18:56,Asdz,Amsterdam Zuid,52.338602,4.871978,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,926
597,10/1/2024 18:56,10/1/2024 19:06,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,634
904,10/1/2024 18:59,10/1/2024 19:14,Ams,Amsterdam Amstel,52.346587,4.918684,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,926
613,10/1/2024 19:02,10/1/2024 19:12,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,866
575,10/1/2024 19:10,10/1/2024 19:20,Gvc,The Hague Centraal,52.084167,4.324722,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1303
705,10/1/2024 19:18,10/1/2024 19:30,Asd,Amsterdam Centraal,52.379189,4.899431,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,690
449,10/1/2024 19:21,10/1/2024 19:29,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,914
1907,10/1/2024 19:31,10/1/2024 20:03,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,660
963,10/1/2024 19:40,10/1/2024 19:56,Rtb,Rotterdam Blaak,51.920582,4.486082,140,Danehy Park,42.388966,-71.132788,649
362,10/1/2024 19:45,10/1/2024 19:51,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1100
384,10/1/2024 19:59,10/1/2024 20:06,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,959
655,10/1/2024 20:30,10/1/2024 20:41,Rtb,Rotterdam Blaak,51.920582,4.486082,107,Ames St at Main St,42.3625,-71.08822,764
2768,10/1/2024 20:40,10/1/2024 21:26,Ams,Amsterdam Amstel,52.346587,4.918684,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,886
576,10/1/2024 20:44,10/1/2024 20:54,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,764
81,10/1/2024 20:47,10/1/2024 20:49,Ams,Amsterdam Amstel,52.346587,4.918684,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,643
589,10/1/2024 20:50,10/1/2024 20:59,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,655
664,10/1/2024 20:58,10/1/2024 21:09,Ah,Arnhem Centraal,51.985,5.898611,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,959
884,10/1/2024 20:59,10/1/2024 21:14,143,EF - North Point Park,42.369885,-71.069957,107,Ames St at Main St,42.3625,-71.08822,1313
513,10/1/2024 21:09,10/1/2024 21:18,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,813
518,10/1/2024 21:23,10/1/2024 21:32,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1101
350,10/1/2024 21:38,10/1/2024 21:44,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,668
588,10/1/2024 21:42,10/1/2024 21:52,Ams,Amsterdam Amstel,52.346587,4.918684,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,665
920,10/1/2024 22:32,10/1/2024 22:47,Rtd,Rotterdam Centraal,51.9225,4.467167,115,Porter Square Station,42.387995,-71.119084,655
487,10/1/2024 22:56,10/1/2024 23:04,Asdz,Amsterdam Zuid,52.338602,4.871978,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,668
1247,10/1/2024 23:10,10/1/2024 23:31,Asd,Amsterdam Centraal,52.379189,4.899431,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1313
652,10/1/2024 23:22,10/1/2024 23:33,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1031
345,10/1/2024 23:27,10/1/2024 23:33,Asdz,Amsterdam Zuid,52.338602,4.871978,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,882
939,10/1/2024 0:25,10/1/2024 0:40,Ah,Arnhem Centraal,51.985,5.898611,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1286
2845,10/1/2024 0:27,10/1/2024 1:15,Uto,Utrecht Overvecht,52.113333,5.111111,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,668
675,10/1/2024 2:09,10/1/2024 2:21,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1100
413,10/1/2024 3:42,10/1/2024 3:48,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,643
225,10/1/2024 6:47,10/1/2024 6:51,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1118
328,10/1/2024 6:58,10/1/2024 7:03,Rtd,Rotterdam Centraal,51.9225,4.467167,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1303
616,10/1/2024 7:34,10/1/2024 7:45,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1310
738,10/1/2024 7:38,10/1/2024 7:50,Ut,Utrecht Centraal,52.089444,5.110278,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,653
483,10/1/2024 7:42,10/1/2024 7:50,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,777
495,10/1/2024 8:02,10/1/2024 8:10,Ut,Utrecht Centraal,52.089444,5.110278,107,Ames St at Main St,42.3625,-71.08822,914
962,10/1/2024 8:04,10/1/2024 8:20,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,117,Binney St / Sixth St,42.366095,-71.086388,654
383,10/1/2024 8:12,10/1/2024 8:19,Asd,Amsterdam Centraal,52.379189,4.899431,117,Binney St / Sixth St,42.366095,-71.086388,914
783,10/1/2024 8:13,10/1/2024 8:26,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,660
1008,10/1/2024 8:23,10/1/2024 8:40,Ut,Utrecht Centraal,52.089444,5.110278,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1303
943,10/1/2024 8:24,10/1/2024 8:39,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,641
332,10/1/2024 8:30,10/1/2024 8:36,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1031
301,10/1/2024 8:30,10/1/2024 8:35,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,702
804,10/1/2024 8:33,10/1/2024 8:46,Rtd,Rotterdam Centraal,51.9225,4.467167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,685
624,10/1/2024 8:34,10/1/2024 8:45,GV,The Hague Hollands Spoor,52.070833,4.322222,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1070
782,10/1/2024 8:35,10/1/2024 8:48,Rtd,Rotterdam Centraal,51.9225,4.467167,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,866
494,10/1/2024 8:37,10/1/2024 8:45,Nm,Nijmegen Station,51.841111,5.854167,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,779
842,10/1/2024 8:39,10/1/2024 8:53,Rtd,Rotterdam Centraal,51.9225,4.467167,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,656
528,10/1/2024 8:41,10/1/2024 8:49,Rtb,Rotterdam Blaak,51.920582,4.486082,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,764
964,10/1/2024 8:46,10/1/2024 9:03,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,143,EF - North Point Park,42.369885,-71.069957,736
218,10/1/2024 8:48,10/1/2024 8:52,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,882
406,10/1/2024 8:53,10/1/2024 9:00,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,1271
547,10/1/2024 8:55,10/1/2024 9:04,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,663
942,10/1/2024 8:56,10/1/2024 9:12,115,Porter Square Station,42.387995,-71.119084,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,883
678,10/1/2024 8:56,10/1/2024 9:08,Rtb,Rotterdam Blaak,51.920582,4.486082,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,971
723,10/1/2024 8:57,10/1/2024 9:09,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,926
1302,10/1/2024 9:01,10/1/2024 9:23,115,Porter Square Station,42.387995,-71.119084,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,851
624,10/1/2024 9:04,10/1/2024 9:14,Asdz,Amsterdam Zuid,52.338602,4.871978,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,685
327,10/1/2024 9:05,10/1/2024 9:10,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1023
480,10/1/2024 9:09,10/1/2024 9:17,Rtd,Rotterdam Centraal,51.9225,4.467167,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1293
966,10/1/2024 9:14,10/1/2024 9:30,GV,The Hague Hollands Spoor,52.070833,4.322222,141,Kendall Street,42.36356016,-71.08216792,1101
419,10/1/2024 9:22,10/1/2024 9:29,Ut,Utrecht Centraal,52.089444,5.110278,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1295
169,10/1/2024 9:24,10/1/2024 9:27,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,143,EF - North Point Park,42.369885,-71.069957,737
727,10/1/2024 9:24,10/1/2024 9:36,GV,The Hague Hollands Spoor,52.070833,4.322222,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1139
576,10/1/2024 9:25,10/1/2024 9:34,Nm,Nijmegen Station,51.841111,5.854167,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,740
386,10/1/2024 9:26,10/1/2024 9:32,Ut,Utrecht Centraal,52.089444,5.110278,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1307
851,10/1/2024 9:28,10/1/2024 9:42,Asdz,Amsterdam Zuid,52.338602,4.871978,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1023
603,10/1/2024 9:28,10/1/2024 9:38,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1091
475,10/1/2024 19:44,10/1/2024 19:52,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,1300
664,10/1/2024 9:30,10/1/2024 9:41,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,756
527,10/1/2024 9:37,10/1/2024 9:45,Rtd,Rotterdam Centraal,51.9225,4.467167,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1286
599,10/1/2024 9:40,10/1/2024 9:50,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1275
737,10/1/2024 9:45,10/1/2024 9:57,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1270
674,10/1/2024 9:46,10/1/2024 9:57,Nm,Nijmegen Station,51.841111,5.854167,107,Ames St at Main St,42.3625,-71.08822,1003
246,10/1/2024 10:00,10/1/2024 10:04,GV,The Hague Hollands Spoor,52.070833,4.322222,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,779
1493,10/1/2024 10:07,10/1/2024 10:32,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1093
173,10/1/2024 10:12,10/1/2024 10:15,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,868
1316,10/1/2024 10:13,10/1/2024 10:35,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,639
582,10/1/2024 10:14,10/1/2024 10:23,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1312
418,10/1/2024 10:15,10/1/2024 10:22,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,690
665,10/1/2024 10:18,10/1/2024 10:29,115,Porter Square Station,42.387995,-71.119084,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,752
